0	0.0	25.426882028579712
-50	0.1587505399	63.218636989593506
-100	0.3174686175	83.0838520526886
-150	None	106.87367916107178
-200	None	108.49428009986877
-250	0.7933479003	102.5425820350647
-300	0.9518559703	104.06037783622742
-350	1.110291542	100.92633700370789
-400	1.2686466431	97.7165880203247
-450	1.4269133208	97.86073923110962
-500	1.5850835449	99.75825595855713
-550	1.7431489216	100.11668610572815
-600	1.9011035742	114.18481707572937
-650	2.0589374195	118.77695798873901
-700	2.2166433848	102.60727715492249
-750	2.3742136567	118.92665815353394
-800	2.5316387386	118.29870581626892
-850	None	104.8006751537323
-900	None	156.27225804328918
-950	None	96.4201271533966
-1000	3.1597579393	140.09875988960266
-1050	3.3163578914	143.79914021492004
-1100	None	117.64824771881104
-1150	None	107.9541597366333
