0	0.0	18.578882217407227
-20	0.0189018758	26.803021669387817
-40	0.0378033606	32.20711827278137
-60	0.0567044451	32.13490605354309
-80	0.0756051196	39.40994882583618
-100	0.0945053745	38.93671703338623
-120	0.1134052002	39.36863112449646
-140	0.1323045871	39.87451195716858
-160	0.1512035257	39.69835424423218
-180	0.1701020076	41.2181658744812
-200	0.1890000344	39.99751400947571
-220	0.2078975552	45.89556908607483
-240	0.2267946044	45.40547180175781
-260	0.2456911572	53.542964935302734
-280	0.2645872042	52.6359601020813
-300	0.2834827357	53.381170988082886
-320	0.3023777421	53.40541195869446
-340	0.3212722139	53.328057050704956
-360	0.3401661415	53.252070903778076
-380	0.3590595182	54.33821201324463
-400	0.3779523256	67.9030237197876
-420	0.3968445629	95.98890542984009
-440	0.4157362179	115.99810791015625
-460	0.4346272804	109.85094332695007
-480	0.4535177412	144.58186411857605
-500	None	30.878148078918457
-520	0.4912968201	181.3439416885376
-540	0.5101854189	130.69229292869568
-560	0.5290733767	200.89996314048767
-580	0.5479606855	123.5971519947052
-600	0.5668473127	158.5944550037384
-620	None	59.92517590522766
-640	0.6046186185	108.91018414497375
-660	0.6235032332	102.21754097938538
-680	0.6423868326	81.45901012420654
-700	0.6612703607	139.08481884002686
-720	0.6801528534	74.56118512153625
-740	0.6990346218	66.80868029594421
-760	0.7179156537	52.46341300010681
-780	0.7367959403	59.847835063934326
-800	0.7556754866	59.582374811172485
-820	0.7745542388	67.9300549030304
-840	0.793432232	66.9007248878479
-860	0.8123094417	66.89966988563538
-880	0.8311858582	66.84545993804932
-900	0.8500614721	67.44394207000732
-920	0.8689362738	66.79780769348145
-940	0.8878102536	66.6583559513092
-960	0.9066834022	66.5773651599884
-980	0.9255557098	66.62670826911926
-1000	0.944427167	66.88425517082214
-1020	0.9632977642	66.61721301078796
-1040	0.9821674918	67.1473650932312
-1060	1.0010363402	66.95239400863647
-1080	1.0199043	68.43224620819092
-1100	1.0387713616	67.30145597457886
-1120	1.0576375154	66.71549224853516
-1140	1.0765027519	67.70297598838806
-1160	1.0953670615	66.6579601764679
-1180	1.1142304347	66.97500705718994
