0	0.0	23.814316987991333
-20	0.0489515474	45.5875027179718
-40	0.0979003424	54.634334087371826
-60	0.1468461501	55.4402379989624
-80	0.1957887332	65.53535318374634
-100	0.2447278581	75.99864077568054
-120	0.2936632887	65.66215491294861
-140	0.34259479	95.91681003570557
-160	None	64.60204887390137
-180	None	103.11564373970032
-200	None	184.23283195495605
-220	None	64.63469576835632
-240	None	107.07975220680237
-260	0.6360883523	121.72004795074463
-280	0.6849855303	120.41007494926453
-300	0.7338771371	87.61367011070251
-320	0.7827627013	98.52526211738586
-340	0.8316419882	98.1324532032013
-360	0.8805147643	98.38493394851685
-380	0.9293807958	97.44590020179749
-400	0.9782398487	97.64556503295898
-420	1.0270916893	99.13886284828186
-440	1.0759360839	99.02981185913086
-460	1.124772799	101.16421413421631
-480	1.1736016014	97.87897896766663
-500	1.2224222576	98.7040147781372
-520	1.2712345346	99.71988296508789
-540	1.3200381994	100.04110813140869
-560	1.3688330195	100.01954483985901
-580	1.417618763	98.50251817703247
-600	1.4663952293	87.95665287971497
-620	1.5151620932	97.25707197189331
-640	1.5639192106	98.09060502052307
-660	1.6126663039	98.81964421272278
-680	1.6614031176	101.18562889099121
-700	1.710129407	101.25266003608704
-720	1.7588449728	99.33516216278076
-740	1.8075496728	101.38969802856445
-760	1.8562437629	109.23271608352661
-780	1.9049260008	111.38397407531738
-800	1.9535966181	112.73567295074463
-820	2.002255385	114.06286311149597
-840	2.0509020718	112.22825884819031
-860	2.0995364497	107.37659001350403
-880	2.1481582905	107.8616099357605
-900	2.1967673634	108.20219922065735
-950	2.3182326864	111.58662104606628
-1000	2.4396132208	120.46314191818237
-1050	2.5609054067	127.87963700294495
-1100	None	106.10045504570007
-1150	None	105.14133787155151
