0	0.0	23.860309839248657
-50	0.1223736342	56.68208312988281
-100	0.2447278581	79.80949401855469
-150	None	161.48171591758728
-200	None	103.9550998210907
-250	0.6116373028	153.4452931880951
-300	0.7338771371	87.68912887573242
-350	0.8560792047	99.65863919258118
-400	0.9782398487	97.173837184906
-450	1.100355416	99.64018821716309
-500	1.2224222576	99.13545441627502
-550	1.3444367296	99.86770677566528
-600	1.4663952293	89.7633888721466
-650	1.5882940261	99.25444483757019
-700	1.710129407	98.74681305885315
-750	1.8318979126	97.59670209884644
-800	1.9535966181	110.81261110305786
-850	2.0752208137	112.03561067581177
-900	2.1967673634	109.79089570045471
-950	2.3182326864	111.05801177024841
-1000	2.4396132208	122.59749484062195
-1050	2.5609054067	130.4019432067871
-1100	None	104.48863887786865
-1150	None	105.43540787696838
