0	0.0	23.89614701271057
-50	0.1587505399	58.08025813102722
-100	0.3174686175	81.05363202095032
-150	None	111.84586501121521
-200	None	108.65275001525879
-250	0.7933479003	108.40293502807617
-300	0.9518559703	110.07582998275757
-350	1.110291542	105.76491284370422
-400	1.2686466431	104.96283507347107
-450	1.4269133208	102.4665880203247
-500	1.5850835449	104.40762090682983
-550	1.7431489216	108.55935382843018
-600	1.9011035742	116.65702104568481
-650	2.0589374195	119.71457409858704
-700	2.2166433848	107.07529878616333
-750	2.3742136567	119.86234784126282
-800	2.5316387386	119.11824631690979
-850	None	109.24370217323303
-900	None	172.05814409255981
-950	None	108.03425002098083
-1000	3.1597579393	157.25242805480957
-1050	3.3163578914	143.30912685394287
-1100	None	117.20376396179199
-1150	None	117.60312414169312
